step,r_true,r_pred
109,2.88507462686567,-0.15032532811164856
110,-0.10000000000000142,-0.017367202788591385
111,-0.10000000000000142,0.0010985294356942177
112,-0.10000000000000142,-0.038830894976854324
113,2.88507462686567,-0.09781353920698166
114,-0.10000000000000142,-0.07627267390489578
115,-0.10000000000000142,-0.17147892713546753
116,-0.10000000000000142,0.14014701545238495
117,2.88507462686567,0.5334147810935974
118,-0.10000000000000142,-0.14986076951026917
119,-0.10000000000000142,-0.05441185086965561
120,-0.10000000000000142,-0.10367991775274277
121,2.8850746268656735,-0.09935526549816132
122,-0.10000000000000142,0.05730361118912697
123,-0.10000000000000142,-0.11310260742902756
124,2.8850746268656735,-0.14879174530506134
125,-0.10000000000000142,0.028790730983018875
126,-0.10000000000000142,-0.10115434974431992
127,2.8850746268656735,-0.1522240936756134
128,-0.10000000000000142,-0.14932414889335632
129,-0.10000000000000142,-0.13356105983257294
130,-0.10000000000000142,-0.14878949522972107
131,2.8850746268656735,-0.15314078330993652
132,-0.10000000000000142,-0.1583940088748932
133,-0.10000000000000142,-0.15968340635299683
134,2.8850746268656735,-0.15890631079673767
135,-0.10000000000000142,-0.15806059539318085
136,-0.10000000000000142,-0.15763598680496216
137,2.8850746268656735,-0.10921923071146011
138,-0.10000000000000142,-0.12652289867401123
139,2.8850746268656735,-0.17432916164398193
140,-0.10000000000000142,-0.05255976691842079
141,-0.10000000000000142,-0.13864988088607788
142,2.8850746268656735,-0.13965019583702087
143,-0.10000000000000142,-0.09440057724714279
144,2.8850746268656735,-0.09921421855688095
145,-0.10000000000000142,-0.06566955894231796
146,-0.10000000000000142,-0.06438030302524567
147,2.8850746268656735,-0.1263016164302826
148,-0.10000000000000142,-0.10360611230134964
149,-0.10000000000000142,-0.07159527391195297
150,-0.10000000000000142,-0.10186201333999634
151,2.8850746268656735,-0.10829927027225494
152,-0.10000000000000142,-0.06022365018725395
153,-0.10000000000000142,0.13834123313426971
154,2.8850746268656735,0.2925020158290863
155,-0.10000000000000142,0.868543267250061
156,-0.10000000000000142,0.11839524656534195
157,2.8850746268656806,-0.13939785957336426
158,-0.09999999999999432,-0.07613849639892578
159,-0.09999999999999432,-0.09045019745826721
160,2.8850746268656735,-0.07231012731790543
161,-0.09999999999999432,-0.06582629680633545
162,-0.09999999999999432,-0.06700681895017624
163,2.8850746268656735,0.7724893093109131
164,-0.09999999999999432,1.1525803804397583
165,2.8850746268656735,-0.08364463597536087
166,-0.09999999999999432,-0.16828247904777527
167,-0.09999999999999432,0.5697314143180847
168,2.8850746268656735,1.0569273233413696
169,-0.09999999999999432,-0.05930894985795021
170,2.8850746268656735,-0.16731208562850952
171,-0.09999999999999432,-0.027077749371528625
172,-0.09999999999999432,0.0015057986602187157
173,2.8850746268656735,-0.07682126015424728
174,-0.09999999999999432,-0.03919060528278351
175,2.8850746268656735,-0.05451800301671028
176,-0.09999999999999432,-0.04847404733300209
177,2.8850746268656735,-0.06865058094263077
178,-0.09999999999999432,-0.07770343124866486
179,-0.09999999999999432,-0.07780393958091736
180,2.8850746268656735,-0.0745697170495987
181,-0.09999999999999432,0.8660750389099121
182,2.8850746268656735,0.38511571288108826
183,-0.09999999999999432,-0.09403952211141586
184,2.8850746268656735,-0.13830430805683136
185,-0.09999999999999432,-0.10958730429410934
186,2.8850746268656735,-0.11429045349359512
187,-0.09999999999999432,0.7964805364608765
188,2.8850746268656735,-0.1585584580898285
189,-0.09999999999999432,0.21746696531772614
190,-0.09999999999999432,-0.13568906486034393
191,2.8850746268656735,-0.07698022574186325
192,-0.09999999999999432,-0.0711570754647255
193,2.8850746268656735,-0.07850020378828049
194,-0.09999999999999432,-0.06963007897138596
195,2.8850746268656735,0.05316474661231041
196,-0.09999999999999432,0.8289898633956909
197,2.8850746268656735,-0.22570261359214783
198,-0.09999999999999432,0.18692392110824585
199,2.8850746268656735,-0.1384115368127823
200,-0.09999999999999432,-0.07618903368711472
201,2.8850746268656735,-0.07001854479312897
202,2.8850746268656735,0.7143787145614624
203,-0.09999999999999432,-0.12871024012565613
204,2.8850746268656735,0.36457696557044983
205,-0.09999999999999432,-0.031209900975227356
206,2.8850746268656735,-0.07488986849784851
207,-0.09999999999999432,-0.10685333609580994
208,2.8850746268656735,-0.12152507901191711
209,-0.09999999999999432,-0.08570615947246552
210,2.8850746268656735,-0.033451247960329056
211,-0.09999999999999432,-0.031928665935993195
212,2.8850746268656735,0.7314339876174927
213,-0.09999999999999432,-0.19173043966293335
214,2.8850746268656735,0.06585382670164108
215,2.8850746268656735,0.5784947872161865
216,-0.09999999999999432,-0.16539429128170013
217,2.8850746268656735,0.4960978925228119
218,-0.09999999999999432,0.34699705243110657
219,2.8850746268656735,-0.037233784794807434
220,-0.09999999999999432,0.38855981826782227
221,2.8850746268656735,-0.002885487861931324
222,2.8850746268656735,-0.056962598115205765
223,-0.09999999999999432,-0.09918411821126938
224,2.8850746268656735,-0.10690684616565704
225,-0.09999999999999432,-0.06273926049470901
226,2.8850746268656735,0.28832411766052246
227,-0.09999999999999432,-0.022995702922344208
228,2.8850746268656735,-0.08769252151250839
229,2.8850746268656735,-0.1312149465084076
230,-0.09999999999999432,-0.112173892557621
231,2.8850746268656735,-0.010690109804272652
232,-0.09999999999999432,-0.00031452998518943787
233,2.8850746268656735,-0.04937896504998207
234,-0.09999999999999432,-0.07586953043937683
235,2.8850746268656735,-0.08367546647787094
236,2.8850746268656735,-0.08143467456102371
237,-0.09999999999999432,-0.074750617146492
238,2.8850746268656735,-0.1283877044916153
239,-0.09999999999999432,-0.10478746891021729
240,2.8850746268656735,-0.06966293603181839
241,-0.09999999999999432,-0.10035812854766846
242,2.8850746268656735,-0.08082940429449081
243,2.8850746268656735,0.1411713808774948
244,-0.09999999999999432,-0.02191813290119171
245,2.8850746268656735,-0.15610043704509735
246,-0.09999999999999432,-0.08475840836763382
247,2.8850746268656735,0.011809044517576694
248,-0.09999999999999432,0.1499374806880951
249,2.8850746268656735,-0.030316341668367386
250,2.8850746268656735,0.07341324537992477
251,-0.09999999999999432,-0.07763083279132843
252,2.8850746268656735,0.010197020135819912
253,2.8850746268656735,0.05358443781733513
254,-0.09999999999999432,-0.08786927908658981
255,2.8850746268656735,0.21982096135616302
256,-0.09999999999999432,-0.0765908807516098
257,2.8850746268656735,-0.08019138872623444
258,-0.09999999999999432,-0.09588173776865005
259,-0.09999999999999432,-0.07577454298734665
260,-0.09999999999999432,-0.03452540189027786
261,2.8850746268656735,-0.07934379577636719
262,-0.09999999999999432,-0.03741685673594475
263,-0.09999999999999432,-0.07086913287639618
264,-0.09999999999999432,-0.09474430233240128
265,-0.09999999999999432,-0.11109233647584915
266,-0.09999999999999432,-0.03176775947213173
267,-0.09999999999999432,0.08346947282552719
268,-0.09999999999999432,0.07454837113618851
269,-0.09999999999999432,0.022179901599884033
270,-0.09999999999999432,0.006418316625058651
271,-0.09999999999999432,0.015139157883822918
272,-0.09999999999999432,0.008892129175364971
273,-0.09999999999999432,-0.08798746019601822
274,-0.09999999999999432,-0.11860817670822144
275,-0.09999999999999432,-0.12468376010656357
276,-0.09999999999999432,-0.017015494406223297
277,-0.09999999999999432,0.03209716081619263
278,-0.09999999999999432,-0.08210164308547974
279,-0.09999999999999432,-0.11329669505357742
280,-0.09999999999999432,-0.11731954663991928
281,-0.09999999999999432,-0.0395488403737545
282,-0.09999999999999432,-0.020381789654493332
283,-0.09999999999999432,0.09108784049749374
284,-0.09999999999999432,0.12417779117822647
285,-0.09999999999999432,-0.06496690958738327
286,-0.09999999999999432,-0.05440765991806984
287,-0.09999999999999432,-0.09444504231214523
288,-0.09999999999999432,-0.09269782155752182
289,-0.09999999999999432,-0.007563927210867405
290,-0.09999999999999432,0.08385289460420609
291,-0.09999999999999432,-0.03392181172966957
292,-0.09999999999999432,-0.044000547379255295
293,-0.09999999999999432,-0.040298644453287125
294,-0.09999999999999432,-0.11705216765403748
295,-0.09999999999999432,-0.15545375645160675
296,-0.09999999999999432,-0.04630864039063454
297,-0.09999999999999432,0.047369249165058136
298,-0.09999999999999432,-0.02232680842280388
299,-0.09999999999999432,-0.11782308667898178
300,-0.09999999999999432,-0.11631420999765396
301,-0.09999999999999432,-0.16515766084194183
302,-0.09999999999999432,-0.16384536027908325
303,-0.09999999999999432,-0.160027876496315
304,-0.09999999999999432,-0.0767432376742363
305,-0.09999999999999432,-0.09602681547403336
306,-0.09999999999999432,-0.14598163962364197
307,-0.09999999999999432,-0.17879830300807953
308,-0.09999999999999432,-0.17530839145183563
309,-0.09999999999999432,0.10638114809989929
310,-0.09999999999999432,-0.08459848910570145
311,-0.09999999999999432,-0.10027188807725906
312,-0.09999999999999432,-0.09098272770643234
313,-0.09999999999999432,-0.13757669925689697
314,-0.09999999999999432,-0.1855899542570114
315,-0.09999999999999432,-0.17421603202819824
316,-0.09999999999999432,-0.06312831491231918
317,2.8850746268656735,-0.10489698499441147
318,2.8850746268656735,-0.1042385920882225
319,-0.09999999999999432,-0.10963950306177139
320,-0.09999999999999432,-0.0980357751250267
321,5.870149253731341,-0.09220346063375473
322,-0.09999999999999432,-0.09395350515842438
323,2.8850746268656735,-0.06102127209305763
324,-0.09999999999999432,-0.09714142233133316
325,-0.09999999999999432,-0.1607862412929535
326,-0.09999999999999432,-0.17136389017105103
327,-0.09999999999999432,-0.0697212889790535
328,-0.09999999999999432,-0.03421871364116669
329,-0.09999999999999432,-0.07991064339876175
330,-0.09999999999999432,-0.10192092508077621
331,2.8850746268656735,-0.08665093779563904
332,-0.09999999999999432,-0.11255147308111191
333,-0.09999999999999432,-0.14826880395412445
334,-0.09999999999999432,-0.17773300409317017
335,-0.09999999999999432,-0.12613604962825775
336,-0.09999999999999432,-0.04028378054499626
337,-0.09999999999999432,-0.058521661907434464
338,-0.09999999999999432,-0.09417996555566788
339,-0.09999999999999432,-0.06577903777360916
340,-0.09999999999999432,-0.09651312977075577
341,-0.09999999999999432,-0.19180342555046082
342,-0.09999999999999432,-0.09055960178375244
343,-0.09999999999999432,0.0012265294790267944
344,-0.09999999999999432,-0.14929208159446716
345,-0.09999999999999432,-0.13696593046188354
346,-0.09999999999999432,-0.15468451380729675
347,-0.09999999999999432,-0.15544216334819794
348,-0.09999999999999432,-0.17031386494636536
349,-0.09999999999999432,-0.10320010781288147
350,-0.09999999999999432,-0.18526771664619446
351,-0.09999999999999432,-0.1767837405204773
352,-0.09999999999999432,-0.08175066113471985
353,-0.09999999999999432,-0.11854547262191772
354,-0.09999999999999432,-0.1096515879034996
355,-0.09999999999999432,-0.0748085230588913
356,-0.09999999999999432,0.08809871971607208
357,-0.09999999999999432,0.03741437569260597
358,-0.09999999999999432,0.05059471353888512
359,-0.09999999999999432,0.019525177776813507
360,-0.09999999999999432,-0.029174912720918655
361,-0.09999999999999432,-0.06417936086654663
362,-0.09999999999999432,-0.08999253064393997
363,-0.09999999999999432,-0.07643543183803558
364,-0.09999999999999432,-0.07654295116662979
365,-0.09999999999999432,-0.15379267930984497
366,-0.09999999999999432,-0.1972292810678482
367,-0.09999999999999432,-0.07244950532913208
368,-0.09999999999999432,0.018278472125530243
369,-0.09999999999999432,-0.06593292951583862
370,-0.09999999999999432,-0.10611657798290253
371,-0.09999999999999432,-0.10610658675432205
372,-0.09999999999999432,-0.10914812237024307
373,-0.09999999999999432,-0.15157632529735565
374,-0.09999999999999432,-0.18004705011844635
375,-0.09999999999999432,-0.10276111215353012
376,-0.09999999999999432,-0.08561789244413376
377,-0.09999999999999432,-0.02713068015873432
378,-0.09999999999999432,-0.029529867693781853
379,-0.09999999999999432,-0.06268198788166046
380,-0.09999999999999432,-0.07593031972646713
381,-0.09999999999999432,-0.079868383705616
382,-0.09999999999999432,-0.07727500796318054
383,-0.09999999999999432,-0.07225094735622406
384,-0.09999999999999432,-0.06880442798137665
385,-0.09999999999999432,-0.06803590804338455
386,-0.09999999999999432,-0.06904025375843048
387,-0.09999999999999432,-0.07034199684858322
388,-0.09999999999999432,0.13598698377609253
389,2.8850746268656735,-0.16672085225582123
390,2.8850746268656735,0.5057016015052795
391,-0.09999999999999432,-0.12599073350429535
392,-0.09999999999999432,-0.060193561017513275
393,-0.09999999999999432,-0.05001900717616081
394,2.8850746268656735,0.4874880611896515
395,-0.09999999999999432,1.4751675128936768
396,-0.09999999999999432,-0.030638184398412704
397,2.8850746268656735,-0.16016292572021484
398,-0.09999999999999432,0.15177537500858307
399,-0.09999999999999432,-0.17869684100151062
400,2.8850746268656735,-0.10818697512149811
401,-0.09999999999999432,-0.17709970474243164
402,-0.09999999999999432,-0.12237910181283951
403,2.8850746268656735,-0.044364772737026215
404,-0.09999999999999432,-0.09510432183742523
405,-0.09999999999999432,-0.10549839586019516
406,-0.09999999999999432,0.1833757758140564
407,2.8850746268656735,-0.142520472407341
408,-0.09999999999999432,-0.11014354974031448
409,-0.09999999999999432,-0.04322990030050278
410,2.8850746268656735,-0.05490522086620331
411,-0.09999999999999432,-0.10210768133401871
412,-0.09999999999999432,-0.09062277525663376
413,2.8850746268656735,-0.09075416624546051
414,-0.09999999999999432,-0.07503256946802139
415,2.8850746268656735,-0.06285185366868973
416,-0.09999999999999432,-0.061694975942373276
417,-0.09999999999999432,-0.06988795846700668
418,2.8850746268656735,-0.034779276698827744
419,-0.09999999999999432,-0.16354843974113464
420,-0.09999999999999432,-0.035525597631931305
421,2.8850746268656735,-0.09924586862325668
422,-0.09999999999999432,-0.06142329052090645
423,2.8850746268656735,-0.1330048143863678
424,-0.09999999999999432,-0.21544460952281952
425,-0.09999999999999432,-0.16963902115821838
426,2.8850746268656735,-0.13810478150844574
427,-0.09999999999999432,-0.07075844705104828
428,-0.09999999999999432,-0.0960831567645073
429,2.8850746268656735,-0.09306200593709946
430,-0.09999999999999432,-0.11633048206567764
431,-0.09999999999999432,-0.1422479748725891
432,-0.09999999999999432,-0.1659829020500183
433,-0.09999999999999432,-0.06426272541284561
434,2.885074626865645,-0.09225340187549591
435,-0.10000000000002274,-0.19231191277503967
436,-0.10000000000002274,-0.08034387230873108
437,-0.10000000000002274,-0.09524494409561157
438,-0.10000000000002274,-0.09929942339658737
439,-0.10000000000002274,-0.1513655036687851
440,2.8850746268656735,-0.1389055699110031
441,-0.10000000000002274,-0.15371710062026978
442,-0.10000000000002274,-0.04885232076048851
443,-0.10000000000002274,-0.05918439105153084
444,-0.10000000000002274,0.08386082202196121
445,2.8850746268656735,0.00025403406471014023
446,-0.10000000000002274,-0.09036245197057724
447,-0.10000000000002274,-0.06188593804836273
448,-0.10000000000002274,-0.06524253636598587
449,2.8850746268656735,-0.05103814974427223
450,-0.10000000000002274,-0.0650017112493515
451,-0.10000000000002274,-0.07374124228954315
452,-0.10000000000002274,-0.08437076956033707
453,2.8850746268656735,-0.060074906796216965
454,-0.10000000000002274,-0.13185444474220276
455,-0.10000000000002274,-0.07425642758607864
456,-0.10000000000002274,-0.10538000613451004
457,2.8850746268656735,0.40294966101646423
458,-0.10000000000002274,0.27682608366012573
459,-0.10000000000002274,0.16721925139427185
460,2.8850746268656735,-0.16299490630626678
461,-0.10000000000002274,0.08236244320869446
462,-0.10000000000002274,-0.09289450198411942
463,2.8850746268656735,0.47971394658088684
464,-0.10000000000002274,-0.03701453655958176
465,-0.10000000000002274,0.7173854112625122
466,-0.10000000000002274,-0.11265818029642105
467,2.8850746268656735,0.05819111689925194
468,-0.10000000000002274,-0.1145320013165474
469,2.8850746268656735,-0.09571480005979538
470,-0.10000000000002274,-0.07686152309179306
471,-0.10000000000002274,-0.07262973487377167
472,2.8850746268656735,0.5170742273330688
473,-0.10000000000002274,0.06782755255699158
474,-0.10000000000002274,0.25708872079849243
475,2.8850746268656735,-0.14923077821731567
476,-0.10000000000002274,-0.1055918037891388
477,-0.10000000000002274,-0.08421093225479126
478,2.8850746268656735,-0.08090656250715256
479,-0.10000000000002274,-0.06516674906015396
480,2.8850746268656735,-0.06168204918503761
481,-0.10000000000002274,-0.12667527794837952
482,-0.10000000000002274,0.5821207761764526
483,2.8850746268656735,0.6770772337913513
484,-0.10000000000002274,0.029454778879880905
485,2.8850746268656735,0.40001270174980164
486,-0.10000000000002274,-0.2230973243713379
487,-0.10000000000002274,0.1379736214876175
488,2.8850746268656735,-0.14600566029548645
489,-0.10000000000002274,0.6020288467407227
490,2.8850746268656735,1.7016183137893677
491,-0.10000000000002274,-0.1538238525390625
492,2.8850746268656735,-0.1716705560684204
493,-0.10000000000002274,-0.1505189687013626
494,-0.10000000000002274,-0.11546962708234787
495,2.8850746268656735,-0.09060508757829666
496,-0.10000000000002274,-0.056717004626989365
497,2.8850746268656735,0.09345360100269318
498,-0.10000000000002274,0.9484890699386597
499,2.8850746268656735,-0.15846943855285645
500,-0.10000000000002274,1.022288203239441
501,2.8850746268656735,-0.20482030510902405
502,-0.10000000000002274,0.12755858898162842
503,2.8850746268656735,-0.1305748075246811
504,-0.10000000000002274,-0.14322935044765472
505,2.8850746268656735,-0.11283927410840988
506,-0.10000000000002274,-0.12255772203207016
507,2.8850746268656735,-0.06665351241827011
508,-0.10000000000002274,-0.10278141498565674
509,2.8850746268656735,-0.08144832402467728
510,-0.10000000000002274,0.8975577354431152
511,2.8850746268656735,0.08782108873128891
512,-0.10000000000002274,0.41887012124061584
513,2.8850746268656735,-0.1811542809009552
514,-0.10000000000002274,-0.12413924187421799
515,2.8850746268656735,0.028358999639749527
516,-0.10000000000002274,1.005884051322937
517,2.8850746268656735,-0.18864823877811432
518,-0.10000000000002274,0.04188942536711693
519,2.8850746268656735,-0.11927501112222672
520,-0.10000000000002274,-0.08623174577951431
521,2.8850746268656735,-0.06947515904903412
522,2.8850746268656735,-0.06488662958145142
523,-0.10000000000002274,-0.06147559732198715
524,2.8850746268656735,-0.06742765009403229
525,-0.10000000000002274,-0.0712951272726059
526,2.8850746268656735,-0.0726315900683403
527,-0.10000000000002274,0.046344954520463943
528,2.8850746268656735,0.010866235010325909
529,2.8850746268656735,-0.08304490894079208
530,-0.10000000000002274,-0.05852270498871803
531,2.8850746268656735,-0.06563648581504822
532,-0.10000000000002274,-0.05337660759687424
533,2.8850746268656735,-0.06669386476278305
534,-0.10000000000002274,-0.07429252564907074
535,2.8850746268656735,-0.07545401155948639
536,2.8850746268656735,0.04371998459100723
537,-0.10000000000002274,-0.10662401467561722
538,2.8850746268656735,0.6604115962982178
539,-0.10000000000002274,-0.24142420291900635
540,2.8850746268656735,0.5314805507659912
541,-0.10000000000002274,-0.17398321628570557
542,2.8850746268656735,-0.117948979139328
543,2.8850746268656735,-0.09490158408880234
544,-0.10000000000002274,-0.14069011807441711
545,2.8850746268656735,-0.0957762598991394
546,-0.10000000000002274,-0.11829628050327301
547,2.8850746268656735,-0.216676265001297
548,-0.10000000000002274,-0.17043015360832214
549,2.8850746268656735,-0.1350259929895401
550,-0.10000000000002274,-0.11403099447488785
551,2.8850746268656735,-0.10413634777069092
552,-0.10000000000002274,-0.0995926484465599
553,2.8850746268656735,-0.09753712266683578
554,-0.10000000000002274,-0.19932058453559875
555,2.8850746268656735,-0.027916405349969864
556,-0.10000000000002274,-0.09824538975954056
557,-0.10000000000002274,-0.05216625705361366
558,-0.10000000000002274,-0.08945640176534653
559,-0.10000000000002274,-0.18006587028503418
560,2.8850746268656735,-0.09876509755849838
561,-0.10000000000002274,-0.05955370143055916
562,-0.10000000000002274,-0.08741357177495956
563,-0.10000000000002274,-0.11548339575529099
564,-0.10000000000002274,-0.1429443359375
565,-0.10000000000002274,-0.16693468391895294
566,-0.10000000000002274,-0.1657322645187378
567,-0.10000000000002274,-0.15563178062438965
568,-0.10000000000002274,-0.008365963585674763
569,-0.10000000000002274,-0.07997217774391174
570,-0.10000000000002274,-0.1013549342751503
571,-0.10000000000002274,-0.09536746889352798
572,-0.10000000000002274,-0.1132650151848793
573,-0.10000000000002274,-0.1051032766699791
574,-0.10000000000002274,-0.1465979516506195
575,-0.10000000000002274,-0.09478919953107834
576,-0.10000000000002274,-0.1746029555797577
577,-0.10000000000002274,-0.16484197974205017
578,-0.10000000000002274,-0.11368399113416672
579,-0.10000000000002274,-0.06144415959715843
580,-0.10000000000002274,-0.10848788917064667
581,-0.10000000000002274,-0.1639717072248459
582,-0.10000000000002274,-0.14629368484020233
583,-0.10000000000002274,-0.022788457572460175
584,-0.10000000000002274,-0.05114283785223961
585,-0.10000000000002274,-0.09822963923215866
586,-0.10000000000002274,-0.07836733758449554
587,-0.10000000000002274,-0.041182857006788254
588,-0.10000000000002274,-0.1236061379313469
589,-0.10000000000002274,-0.1482841670513153
590,-0.10000000000002274,-0.023203905671834946
591,-0.10000000000002274,0.04668698087334633
592,-0.10000000000002274,-0.03187725692987442
593,-0.10000000000002274,-0.0736759677529335
594,-0.10000000000002274,-0.08628442883491516
595,2.8850746268656735,-0.08021920174360275
596,-0.10000000000002274,-0.04220699146389961
597,2.8850746268656735,-0.11958598345518112
598,-0.10000000000002274,-0.15661321580410004
599,-0.10000000000002274,-0.017368268221616745
600,-0.10000000000002274,-0.04683627560734749
601,-0.10000000000002274,-0.10800948739051819
602,-0.10000000000002274,-0.1606202870607376
603,-0.10000000000002274,0.06834109872579575
604,2.8850746268656735,0.21254435181617737
605,-0.10000000000002274,0.35669249296188354
606,-0.10000000000002274,-0.02151959389448166
607,-0.10000000000002274,0.11116855591535568
608,-0.10000000000002274,0.0029798923060297966
609,-0.10000000000002274,-0.049479302018880844
610,2.8850746268656735,-0.08613871783018112
611,-0.10000000000002274,0.31656375527381897
612,-0.10000000000002274,-0.026760093867778778
613,-0.10000000000002274,-0.07420410215854645
614,-0.10000000000002274,-0.12859100103378296
615,-0.10000000000002274,-0.04737574979662895
616,2.8850746268656735,0.4776654541492462
617,-0.10000000000002274,-0.03911896422505379
618,-0.10000000000002274,-0.05676354095339775
619,-0.10000000000002274,-0.05873244255781174
620,-0.10000000000002274,-0.11052466928958893
621,2.8850746268656735,-0.02834295853972435
622,-0.10000000000002274,-0.008382433094084263
623,-0.10000000000002274,-0.058965668082237244
624,-0.10000000000002274,0.06376320868730545
625,-0.10000000000002274,-0.08034515380859375
626,2.8850746268656735,-0.12489908933639526
627,-0.10000000000002274,0.34015682339668274
628,-0.10000000000002274,-0.15302234888076782
629,-0.10000000000002274,-0.03631315007805824
630,2.8850746268656735,-0.14216232299804688
631,-0.10000000000002274,-0.13939042389392853
632,-0.10000000000002274,-0.13968172669410706
633,-0.10000000000002274,-0.13639353215694427
634,-0.10000000000002274,-0.15948434174060822
635,2.8850746268656735,0.7325066328048706
636,-0.10000000000002274,-0.20183540880680084
637,-0.10000000000002274,-0.08270951360464096
638,-0.10000000000002274,-0.19499483704566956
639,-0.10000000000002274,-0.15627937018871307
640,-0.10000000000002274,-0.13470309972763062
641,2.8850746268656735,-0.11844385415315628
642,-0.10000000000002274,-0.150367870926857
643,-0.10000000000002274,-0.17084993422031403
644,-0.10000000000002274,-0.10063839703798294
645,-0.10000000000002274,-0.10920338332653046
646,-0.10000000000002274,-0.12413974106311798
647,-0.10000000000002274,-0.1100003570318222
648,-0.10000000000002274,-0.09205782413482666
